room-amenities	Hotspring with open air bath
room-amenities	With air purifier
room-amenities	Free Internet Available (Wi-Fi)
room-amenities	Non-smoking
room-amenities	Suite
room-amenities	View from the bath
room-amenities	Ocean View
room-amenities	Night View
room-amenities	Special Room · VIP Room
room-amenities	Bath and toilet are separated
room-amenities	Hotspring with open air bath
room-amenities	With air purifier
room-amenities	Power outlet by the bedside
room-amenities	Mobile phone charger rental available
room-amenities	Free Internet Available (Wi-Fi)
room-amenities	Suite
room-amenities	Corner room
room-amenities	High floor
room-amenities	View from the bath
room-amenities	Night View
room-amenities	Bath and toilet are separated
room-amenities	Bath with washroom
room-amenities	With shower cubicle
room-amenities	Bedside power outlet available
room-amenities	Cleaning toilet
room-amenities	Free pool access
room-amenities	Free gym access
room-amenities	Free Internet Available (Wi-Fi)
room-amenities	High floor
room-amenities	View from the bath
room-amenities	Night View
room-amenities	Bath and toilet are separated
room-amenities	Bath with washroom
room-amenities	With shower cubicle
room-amenities	Bedside power outlet available
room-amenities	Cleaning toilet
room-amenities	Free pool access
room-amenities	Free gym access
room-amenities	Free Internet Available (Wi-Fi)
room-amenities	With open-air bath
room-amenities	Club Floor
room-amenities	Special Room · VIP Room
room-amenities	Balcony with terrace
room-amenities	View from the bath
room-amenities	Bath and toilet are separated
room-amenities	Bath with washroom
room-amenities	Cleaning toilet
room-amenities	Private lounge available
room-amenities	Free Internet available (wired)
room-amenities	Non-smoking
room-amenities	Corner room
room-amenities	Balcony with terrace
room-amenities	View from the bath
room-amenities	Bath and toilet are separated
room-amenities	Bath with washroom
room-amenities	Cleaning toilet
room-amenities	With humidifier
room-amenities	With air purifier
room-amenities	Free Internet available (wi-fi)
room-amenities	Free WiFi
room-amenities	Flat-screen TV
room-amenities	Private bathroom with hot spring water bathtub and separate shower
room-amenities	Washlet toilet separate from bathroom
room-amenities	Desk
room-amenities	Safe
room-amenities	Air-conditioner / heater
room-amenities	Complimentary phone charger rental
room-amenities	Non-smoking
room-amenities	Free Wifi
room-amenities	Flat-screen TV (with satellite channels)
room-amenities	Safe
room-amenities	Hair-dryer
room-amenities	River-view
room-amenities	Free Wifi
room-amenities	Non-smoking
room-amenities	Japanese toilet with washlet
room-amenities	Outdoor hot spring bath
room-amenities	Separate bathroom and toilet areas
room-amenities	Non-smoking
room-amenities	Free Wifi
room-amenities	Flat-screen TV
room-amenities	Refrigerator
room-amenities	Flat-screen TV
room-amenities	Refrigerator
room-amenities	Air Conditioning & Heating
room-amenities	Seating Area
room-amenities	Desk
room-amenities	Electric kettle
room-amenities	Japanese tea set
room-amenities	Telephone
room-amenities	Safety Deposit Box
room-amenities	Linen
room-amenities	Carpeted
room-amenities	Night gown
room-amenities	Shower
room-amenities	Bath
room-amenities	Toilet
room-amenities	Hairdryer
room-amenities	Slippers
room-amenities	Towels
room-amenities	Shaving foam
room-amenities	Bathroom amenities (shampoos, cotton buds, body wash towel, toothbrush kit etc.)
room-amenities	POLA skincare cosmetics
room-amenities	Free Wifi
room-amenities	Ocean-view
room-amenities	Shower bath
room-amenities	Free Wifi
room-amenities	Separate bathroom and toilet areas
room-amenities	Bathroom with a view
room-amenities	Outdoor hot spring bath
room-amenities	Japanese toilet with washlet
room-amenities	Free Wifi
room-amenities	Jacuzzi
room-amenities	Japanese toilet with washlet
room-amenities	DVD player
room-amenities	Refrigerator
room-amenities	Free Wifi
room-amenities	Japanese toilet with washlet
room-amenities	Separate bathroom and toilet area
room-amenities	Washing machine
room-amenities	Air purifier
room-amenities	Humidifier
room-amenities	Bidet
room-amenities	Balcony
room-amenities	Suite
room-amenities	Non-smoking
room-amenities	Wifi
room-amenities	Therma room
room-alerts	Some units have stairs leading to the cottages
room-amenities	Washlet
room-amenities	Bidet
room-amenities	Humidifier
room-amenities	Air purifier
room-amenities	Balcony
room-amenities	Wifi
room-amenities	Suite
room-amenities	Hinoki Bath
room-amenities	Non-smoking
room-amenities	Therma Room
room-amenities	Free Wifi
room-amenities	Separate bathroom and toilet
room-amenities	Toilet with washlet function
room-amenities	Non-smoking
room-amenities	Humidifier
room-alerts	Bedroom and toilet / bathroom on separate floor
room-alerts	Outdoor shower area
room-amenities	Free Wifi
room-amenities	Non-smoking
room-amenities	Toilet with washlet
room-amenities	Air purifier
room-amenities	Air humidifier
room-amenities	Free Wifi
room-amenities	Non-smoking
room-amenities	Toilet with washlet
room-amenities	Air purifier
room-amenities	Air humidifier
room-amenities	Free Wifi
room-amenities	Non-smoking
room-alerts	No en-suite bathroom
room-alerts	No en-suite toilet
room-amenities	Free Wifi
room-amenities	Toilet with washlet
room-amenities	Non-smoking
room-amenities	Air purifier
room-amenities	Humidifier
room-amenities	Phone charger rental
room-amenities	Free Wifi
room-amenities	Non-smoking
room-amenities	Toilet with washlet
room-amenities	Humidifier
room-amenities	Free Wifi
room-amenities	Non-smoking
room-amenities	Corner room
room-amenities	Toilet with washlet
room-amenities	Humidifier
